ds,pagos_qr,monto,comercios,clientes,inflación,dólar,promoción,feriado
2026-05-08,28659,249052946,10385,21045,8.7,1172.0,1,0
2026-05-09,28475,244441563,11234,21911,9.6,1159.0,0,1
2026-05-10,29173,250780387,10703,21560,9.3,1156.0,0,1
2026-05-11,25328,213424987,10475,21698,7.9,1161.0,0,0
2026-05-12,26063,222745526,11265,21724,10.3,1165.0,0,0
2026-05-13,25999,217603375,11110,21996,10.5,1167.0,0,0
2026-05-14,26771,228472114,11244,22182,8.6,1166.0,0,0
2026-05-15,26713,227475016,10708,21809,8.7,1160.0,0,0
2026-05-16,27458,235532818,10833,21553,9.3,1156.0,0,1
2026-05-17,30869,266397390,10904,21704,9.3,1157.0,1,1
2026-05-18,26689,227170527,10586,21500,9.5,1157.0,0,0
2026-05-19,26195,217402386,10379,20826,10.6,1177.0,0,0
2026-05-20,30118,263287008,10786,22172,8.9,1169.0,1,0
2026-05-21,26469,225926700,10959,22056,8.4,1117.0,0,0
2026-05-22,27023,231040983,11483,22577,7.9,1171.0,0,0
2026-05-23,32797,281951639,11202,22702,8.4,1164.0,1,1
2026-05-24,27442,235215124,10858,20953,8.9,1162.0,0,1
2026-05-25,26420,229032499,10389,21353,10.4,1157.0,0,1
2026-05-26,27883,237815675,11326,22756,8.5,1180.0,0,0
2026-05-27,25181,216515678,10599,21460,9.1,1177.0,0,0
2026-05-28,27880,241390758,10755,21582,8.9,1152.0,1,0
2026-05-29,23598,201599288,10614,20680,9.9,1170.0,0,0
2026-05-30,27737,233851819,10551,21496,10.9,1150.0,0,1
2026-05-31,31143,272435744,11094,22368,8.5,1144.0,1,1
2026-06-01,27686,241806681,11144,22026,8.5,1156.0,1,0
2026-06-02,25102,212106427,10548,21059,9.7,1178.0,0,0
2026-06-03,25102,212943276,10609,21147,9.4,1180.0,0,0
2026-06-04,24912,213048172,10188,20762,10.3,1174.0,0,0
2026-06-05,24675,212763230,10428,20884,9.3,1178.0,0,0
2026-06-06,30984,272498054,10394,20336,8.5,1175.0,1,1
2026-06-07,31007,269449249,10294,21231,9.3,1158.0,1,1
2026-06-08,26132,220566703,10867,22012,9.7,1174.0,0,0
2026-06-09,28767,251176430,10345,21417,9.4,1180.0,1,0
2026-06-10,27537,238814265,11060,21906,9.2,1180.0,0,0
2026-06-11,26976,227237503,11117,21743,9.6,1187.0,0,0
2026-06-12,24101,204129309,10422,20917,9.7,1180.0,0,0
2026-06-13,29292,256378929,10196,20795,9.8,1175.0,1,1
2026-06-14,29451,256826698,10204,20798,9.2,1186.0,1,1
2026-06-15,27107,235489461,10083,20285,8.6,1170.0,1,0
2026-06-16,28012,244700228,10512,21144,8.8,1158.0,1,0
2026-06-17,23737,204888590,10013,19661,9.7,1169.0,0,0
2026-06-18,26379,225185827,10564,21395,8.0,1161.0,0,0
2026-06-19,26184,223353985,10648,21121,9.0,1162.0,0,0
2026-06-20,30424,265952048,10592,21307,8.3,1170.0,1,1
2026-06-21,26712,227671970,10644,21586,8.7,1161.0,0,1
2026-06-22,24656,213030047,10505,21143,9.7,1169.0,0,0
2026-06-23,25915,225475979,10991,21847,8.8,1145.0,0,0
2026-06-24,24716,209477116,10847,21329,8.7,1177.0,0,0
2026-06-25,28784,248338949,10264,20628,7.5,1175.0,1,0
2026-06-26,24223,207801938,10197,20875,9.2,1163.0,0,0
2026-06-27,26435,223311491,10126,19852,9.1,1185.0,0,1
2026-06-28,25397,214459345,10080,20520,10.3,1190.0,0,1
2026-06-29,25564,214347588,10437,20769,8.3,1152.0,0,0
2026-06-30,25471,216903996,10606,21222,8.7,1165.0,0,0
2026-07-01,26003,222124519,10250,20564,8.7,1165.0,0,0
2026-07-02,26578,231041274,10056,20306,9.8,1163.0,1,0
2026-07-03,26638,235393666,10112,19975,8.4,1190.0,1,0
2026-07-04,26554,229515775,9589,20611,8.7,1175.0,0,1
2026-07-05,28247,245131188,11165,21876,9.0,1174.0,0,1
2026-07-06,28071,244845557,10331,21027,8.6,1149.0,1,0
2026-07-07,25481,220145138,10758,21353,8.1,1189.0,0,0
2026-07-08,24352,208770705,10284,20425,8.6,1161.0,0,0
2026-07-09,24558,210340765,10295,20081,9.3,1181.0,0,1
2026-07-10,25213,214560728,10165,20250,7.6,1185.0,0,0
2026-07-11,32375,276862206,10237,20805,8.5,1201.0,1,1
2026-07-12,29174,255415583,9604,19849,7.9,1162.0,1,1
2026-07-13,23609,204120772,10099,20337,9.4,1136.0,0,0
2026-07-14,23940,201623764,9879,20541,7.2,1185.0,0,0
2026-07-15,24813,212100103,9958,20168,7.9,1209.0,0,0
2026-07-16,24143,208399794,9822,19762,8.7,1201.0,0,0
2026-07-17,25047,213366502,10344,20963,9.6,1186.0,0,0
2026-07-18,30725,269724707,10427,20837,8.3,1176.0,1,1
2026-07-19,25908,221133434,10553,21200,7.9,1196.0,0,1
2026-07-20,25021,212798183,10060,20251,9.8,1170.0,0,0
2026-07-21,28729,252889074,10107,21183,7.2,1192.0,1,0
2026-07-22,28201,244033993,10524,21565,6.6,1193.0,1,0
2026-07-23,24087,204490692,10593,20928,8.7,1201.0,0,0
2026-07-24,24808,210303908,10406,20490,7.9,1227.0,0,0
2026-07-25,28284,239320809,10065,20866,7.5,1192.0,0,1
2026-07-26,26491,226658568,10069,20463,8.8,1179.0,0,1
2026-07-27,23890,203226131,10403,20378,8.5,1187.0,0,0
2026-07-28,25626,219959226,10422,21131,7.8,1161.0,0,0
2026-07-29,26438,222430719,10338,20720,7.2,1177.0,0,0
2026-07-30,29134,251575904,10984,21392,8.9,1182.0,1,0
2026-07-31,28231,246247658,10212,20568,8.7,1181.0,1,0
2026-08-01,30841,271278861,10209,20620,8.1,1191.0,1,1
2026-08-02,30105,262826504,10223,20508,9.7,1177.0,1,1
2026-08-03,23776,202124219,10487,20233,7.3,1207.0,0,0
2026-08-04,24166,203621937,10690,21202,7.0,1190.0,0,0
2026-08-05,25650,217919308,10949,21890,7.6,1190.0,0,0
2026-08-06,23966,204812032,10200,20609,8.1,1186.0,0,0
2026-08-07,25202,210695616,10339,20463,8.3,1194.0,0,0
2026-08-08,27280,230657260,10349,20434,7.9,1204.0,0,1
2026-08-09,29822,258190888,10020,20470,8.4,1179.0,1,1
2026-08-10,25070,213763183,10957,21639,7.1,1183.0,0,0
2026-08-11,26100,222929327,10200,20460,9.2,1188.0,0,0
2026-08-12,24422,207538264,10270,20531,8.0,1173.0,0,0
2026-08-13,24852,213434746,9928,20209,9.0,1181.0,0,0
2026-08-14,25337,216800914,10411,20982,8.3,1187.0,0,0
2026-08-15,27257,232152373,10198,20808,8.4,1208.0,0,1
2026-08-16,26909,231213051,9924,20279,8.5,1199.0,0,1
2026-08-17,24053,206772381,10279,20408,8.4,1198.0,0,0
2026-08-18,27120,228820403,10743,21629,8.5,1208.0,0,0
2026-08-19,23919,204441445,10183,20886,9.1,1194.0,0,0
2026-08-20,24404,210416521,10900,20929,8.2,1202.0,0,0
2026-08-21,29280,257189979,10245,20939,8.6,1195.0,1,0
2026-08-22,28504,244226818,11015,21593,7.9,1201.0,0,1
2026-08-23,31610,274407423,9896,20382,9.1,1189.0,1,1
2026-08-24,25030,214758640,10449,20716,7.4,1161.0,0,0
2026-08-25,29488,258459547,10370,20840,9.4,1196.0,1,0
2026-08-26,25726,225122664,9912,20075,7.9,1220.0,1,0
2026-08-27,23576,202066208,10283,20488,6.8,1213.0,0,0
2026-08-28,26615,226941894,10753,21481,8.0,1214.0,0,0
2026-08-29,29348,253002430,10512,21349,7.4,1218.0,1,1
2026-08-30,30702,266820272,10553,21450,8.6,1202.0,1,1
2026-08-31,25893,219940272,10035,20699,7.4,1204.0,0,0
2026-09-01,25448,216152157,10448,20773,7.5,1192.0,0,0
2026-09-02,27280,240944669,9812,20126,6.3,1197.0,1,0
2026-09-03,28561,250882615,10750,21499,7.5,1211.0,1,0
2026-09-04,26198,220516002,10916,21595,5.9,1220.0,0,0
2026-09-05,28505,241323742,10843,21603,6.6,1201.0,0,1
2026-09-06,27844,237142876,10794,21878,8.4,1196.0,0,1
2026-09-07,25981,220760236,10833,21303,8.4,1203.0,0,0
2026-09-08,30246,263938837,10861,21885,8.1,1213.0,1,0
2026-09-09,25168,212623830,10245,21023,7.0,1183.0,0,0
2026-09-10,24479,211158564,10071,20256,7.7,1170.0,0,0
2026-09-11,26410,225593989,10910,21586,7.8,1197.0,0,0
2026-09-12,29885,259528476,10001,20271,6.8,1187.0,1,1
2026-09-13,28353,242169861,10813,21275,8.9,1198.0,0,1
2026-09-14,25332,215690984,10689,21686,8.4,1204.0,0,0
2026-09-15,25364,212732715,10568,21389,7.5,1200.0,0,0
2026-09-16,26590,227267852,10983,22384,7.7,1229.0,0,0
2026-09-17,23735,202318007,10277,20281,7.9,1212.0,0,0
2026-09-18,24173,204773586,10610,21242,6.0,1212.0,0,0
2026-09-19,25093,216702360,10460,21312,7.5,1217.0,0,1
2026-09-20,30857,269814376,10246,20651,7.1,1191.0,1,1
2026-09-21,26799,238894213,9769,20766,6.8,1225.0,1,0
2026-09-22,29504,258661657,10627,20942,7.4,1208.0,1,0
2026-09-23,25716,218519130,10383,20835,9.1,1220.0,0,0
2026-09-24,28418,245935421,10195,21353,8.1,1194.0,1,0
2026-09-25,25964,220892389,10272,21127,7.1,1187.0,0,0
2026-09-26,28394,241238743,10721,21610,8.0,1223.0,0,1
2026-09-27,27398,234317567,10636,21798,8.7,1217.0,0,1
2026-09-28,26252,221262405,11052,21787,8.3,1198.0,0,0
2026-09-29,24914,214262573,10741,21315,7.6,1199.0,0,0
2026-09-30,26669,228097893,10915,21686,7.0,1229.0,0,0
2026-10-01,26049,223676429,10522,22085,8.1,1195.0,0,0
2026-10-02,26223,221845207,10802,21814,7.8,1238.0,0,0
2026-10-03,32063,279228878,11133,22546,8.2,1200.0,1,1
2026-10-04,31778,278935353,10875,22132,8.0,1224.0,1,1
2026-10-05,28482,241584985,11180,22526,8.3,1209.0,0,0
2026-10-06,27465,237900789,9998,20446,7.1,1224.0,1,0
2026-10-07,30215,264458415,10927,21767,8.5,1207.0,1,0
2026-10-08,26405,223717398,10945,21583,7.6,1213.0,0,0
2026-10-09,27307,232859932,10991,21709,9.1,1217.0,0,0
2026-10-10,27525,238114965,10670,21396,6.9,1201.0,0,1
2026-10-11,32109,277407162,11412,22024,8.8,1228.0,1,1
2026-10-12,25213,218608384,10703,20950,7.6,1209.0,0,0
2026-10-13,24229,206488937,11021,22083,6.9,1214.0,0,0
2026-10-14,25077,212115097,10666,21524,7.0,1203.0,0,0
2026-10-15,26610,228572408,11112,21688,7.1,1180.0,0,0
2026-10-16,27159,232282996,11295,22187,7.7,1216.0,0,0
2026-10-17,30533,265811861,10736,22036,7.8,1255.0,1,1
2026-10-18,29363,249279063,11494,22553,6.9,1231.0,0,1
2026-10-19,26411,225914406,10755,21572,7.3,1220.0,0,0
2026-10-20,29549,253247239,10851,22046,9.0,1216.0,1,0
2026-10-21,30778,268271529,10885,22561,8.7,1221.0,1,0
2026-10-22,27391,236646998,11110,22328,7.7,1229.0,0,0
2026-10-23,26963,226858643,11194,22392,7.3,1204.0,0,0
2026-10-24,29032,247197450,11699,22764,7.4,1239.0,0,1
2026-10-25,32404,279917720,11211,22039,7.8,1233.0,1,1
2026-10-26,26852,226452892,10866,21965,6.4,1233.0,0,0
2026-10-27,29131,249737751,11375,22594,7.0,1230.0,1,0
2026-10-28,27016,228498328,11297,22264,5.9,1224.0,0,0
2026-10-29,26721,227877747,11483,22932,7.6,1234.0,0,0
2026-10-30,26458,228424274,11177,22589,7.7,1233.0,0,0
2026-10-31,28152,237465571,10957,22126,6.8,1219.0,0,1
2026-11-01,29325,251067286,11397,22640,8.5,1216.0,0,1
2026-11-02,26887,230205783,11110,22054,6.2,1227.0,0,0
2026-11-03,27413,237603426,11448,23013,6.0,1249.0,0,0
2026-11-04,29079,254521563,10414,21875,7.3,1208.0,1,0
2026-11-05,27581,236900699,11351,23219,8.0,1205.0,0,0
2026-11-06,28325,243390101,11525,22803,8.5,1229.0,0,0
2026-11-07,29956,259005536,10872,22596,6.8,1228.0,1,1
2026-11-08,29590,251599355,11784,23095,8.0,1230.0,0,1
2026-11-09,28965,249668236,11710,23005,7.1,1232.0,0,0
2026-11-10,28676,240869400,11733,23450,7.0,1225.0,0,0
2026-11-11,32316,279572378,11860,23481,7.8,1251.0,1,0
2026-11-12,26133,220673881,11622,23033,7.6,1205.0,0,0
2026-11-13,26078,223348488,11206,22458,5.8,1217.0,0,0
2026-11-14,29726,253055783,11055,22660,8.2,1228.0,0,1
2026-11-15,30878,264920941,11659,22931,8.2,1206.0,0,1
2026-11-16,27464,234454010,12054,23545,6.5,1228.0,0,0
2026-11-17,30192,259795815,11165,22814,7.3,1256.0,1,0
2026-11-18,30916,266018265,11164,22893,7.4,1232.0,1,0
2026-11-19,27811,237616403,11993,24041,7.2,1235.0,0,0
2026-11-20,28262,239897730,11426,23103,6.6,1213.0,0,0
2026-11-21,27433,233339232,11467,22876,6.4,1224.0,0,1
2026-11-22,33861,295923331,12052,23620,6.9,1228.0,1,1
2026-11-23,27217,234091565,11172,23242,7.9,1229.0,0,0
2026-11-24,26904,233532468,11623,22614,7.4,1253.0,0,0
2026-11-25,29287,249549829,11853,23868,6.6,1243.0,0,0
2026-11-26,28095,238743207,11609,23013,7.5,1218.0,0,0
2026-11-27,28255,242242878,11848,23448,4.6,1239.0,0,0
2026-11-28,34017,294265911,11863,23431,7.8,1243.0,1,1
2026-11-29,32109,278123378,11822,23620,5.5,1253.0,1,1
2026-11-30,27228,232293797,11284,22449,6.6,1260.0,0,0
2026-12-01,30590,269541498,11766,23417,6.0,1221.0,1,0
2026-12-02,29881,256621432,11967,24187,5.8,1225.0,0,0
2026-12-03,29828,256374641,11797,24297,7.8,1219.0,0,0
2026-12-04,28553,247150209,11361,23209,6.5,1234.0,0,0
2026-12-05,35488,309698066,12082,24206,7.1,1245.0,1,1
2026-12-06,31112,263442189,11545,23405,6.8,1253.0,0,1
2026-12-07,28365,244115265,11663,23639,7.2,1238.0,0,0
2026-12-08,28570,246108510,12213,23706,6.9,1235.0,0,0
2026-12-09,29361,252114230,12153,23963,5.8,1242.0,0,0
2026-12-10,32572,282699116,12175,24450,7.6,1228.0,1,0
2026-12-11,29639,254296163,12196,24123,6.4,1272.0,0,0
2026-12-12,32100,279026521,11900,23969,5.5,1217.0,1,1
2026-12-13,36097,311112323,12301,24557,6.4,1244.0,1,1
2026-12-14,31632,273684733,11945,23713,7.9,1272.0,1,0
2026-12-15,27768,238677446,11975,24118,7.4,1242.0,0,0
2026-12-16,29028,246166360,12211,24696,6.4,1240.0,0,0
2026-12-17,27825,236127393,12497,24504,6.4,1238.0,0,0
2026-12-18,28110,241682769,12147,24048,6.4,1241.0,0,0
2026-12-19,30293,259022078,11333,23567,8.3,1264.0,0,1
2026-12-20,32758,280808387,12127,24521,7.0,1211.0,0,1
2026-12-21,28797,243584464,11653,23618,7.0,1268.0,0,0
2026-12-22,29520,253242859,12047,24343,7.5,1224.0,0,0
2026-12-23,32313,279581444,12713,25081,6.8,1241.0,1,0
2026-12-24,29263,247940732,12420,24832,6.4,1239.0,0,0
2026-12-25,30805,267086810,11504,23564,6.5,1255.0,1,0
2026-12-26,31219,269308630,12282,24718,6.5,1223.0,0,1
2026-12-27,34245,296607592,12359,24501,6.6,1254.0,1,1
2026-12-28,28786,250361781,11989,24066,7.2,1278.0,0,0
2026-12-29,29747,249952144,12328,24913,6.6,1227.0,0,0
2026-12-30,32038,275481444,12337,24542,7.1,1251.0,1,0
2026-12-31,29736,256643370,12617,24587,6.5,1239.0,0,0
2027-01-01,32796,288172209,12560,24935,6.6,1255.0,1,0
2027-01-02,30371,257676586,12561,24602,4.9,1250.0,0,1
2027-01-03,35158,305220787,12387,25005,7.2,1240.0,1,1
2027-01-04,29676,254927380,12350,24703,6.8,1257.0,0,0
